timestamp,heartbeat,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54
2016-11-15 15:55:54,141,0,24.75,-10.4222,10.2651,0.195735,-10.924,10.7429,0.132416,1.85404,-1.82677,-3.47718,34.8563,-14.4057,-40.4984,0.365327,-0.557031,0.103904,0.738551,31.875,1.11207,7.63423,-4.14423,0.110389,8.64139,-3.44101,0.350983,-0.67098,-0.835453,32.5685,-32.5118,16.6181,0.617959,-0.765253,-0.180116,-0.00851618,31.1875,7.48966,15.7512,-9.91605,6.68642,15.4442,-11.973,-0.142365,-0.179249,5.81897,-40.0621,-15.0388,-5.94864,0.690785,-0.294323,0.650822,-0.112346
2016-11-15 15:55:55,141,0,24.75,-1.8853,10.8897,1.16822,-2.27962,11.1643,0.71158,-0.173864,-1.79206,-3.22847,32.7259,-11.0677,-43.7951,0.143929,-0.524775,0.109394,0.831823,31.875,-0.657118,6.67521,-2.04351,-0.0709967,7.29674,-2.15925,-0.0990959,0.307342,-0.953233,35.8577,-29.1516,17.0449,0.604585,-0.764513,-0.221696,0.0291091,31.1875,12.1759,9.84177,-5.8566,12.133,12.0343,-6.08818,-3.65125,-3.24925,2.16129,-46.7361,4.76803,5.35147,0.580543,-0.1172,0.788646,-0.165139
2016-11-15 15:55:56,141,0,24.75,-12.0359,12.0519,3.39847,-10.9086,14.069,4.05131,-3.97179,0.988275,-1.4954,32.8172,1.33612,-45.1829,0.0832728,-0.508566,-0.0331397,0.856346,31.875,-7.26365,19.0271,-5.02998,-6.74008,16.3113,-5.08511,0.690563,-0.342579,-0.20139,37.8589,-26.5183,18.1719,0.592784,-0.76375,-0.251349,0.0460012,31.1875,8.80731,3.01372,0.634281,9.636,-2.74931,1.3889,4.36586,-0.393883,-1.44594,-46.0114,5.92033,15.4228,0.496665,-0.0647639,0.861859,-0.0795507
2016-11-15 15:55:57,141,0,24.75,4.38278,8.02033,8.23801,3.62788,7.15687,8.3251,-0.934111,-0.252154,0.323329,34.7665,11.0383,-41.4399,0.175935,-0.508482,-0.141418,0.83096,31.875,-0.854677,-4.32273,-2.55344,0.755744,-7.27027,-1.90429,1.3122,2.21582,-0.681756,34.9922,-24.2283,25.8942,0.549259,-0.772014,-0.319697,-0.010104,31.1875,1.06069,2.95925,-0.71828,1.17432,4.09863,-0.0714361,0.867284,2.65135,-2.47507,-45.7717,-3.51344,7.49195,0.567137,-0.203693,0.787033,-0.132078
2016-11-15 15:55:58,141,0,24.75,-14.8274,-1.53125,5.21139,-15.516,0.934095,5.23246,-2.29993,-2.52233,1.46889,31.0786,17.5637,-41.997,0.327736,-0.401852,-0.215711,0.827389,31.875,-9.22707,12.2,-7.67638,-6.30372,12.0583,-8.1075,0.775033,0.849246,-0.666854,34.8288,-18.5526,30.514,0.499462,-0.770379,-0.396294,0.00223448,31.1875,16.6514,-1.85621,-4.15593,14.1664,-0.894395,-3.89305,-1.96145,2.20477,0.274321,-42.0581,-10.429,-4.54269,0.678874,-0.221172,0.694424,-0.0893765
2016-11-15 15:55:59,142,0,24.75,-9.62627,-11.8115,1.55222,-9.72363,-12.3864,1.19361,1.54994,-1.47843,1.20025,27.694,13.1499,-46.1628,0.452701,-0.33007,-0.140268,0.816358,31.875,-4.25506,6.70308,-5.20646,-5.05393,6.57178,-4.57952,-0.331849,-1.01438,1.17583,34.6118,-19.8329,29.2507,0.513369,-0.771971,-0.374671,0.0116398,31.1875,16.8607,-1.83653,-2.07007,16.7614,-2.69025,-1.0859,0.467112,0.729729,2.38117,-41.4243,-1.20812,-10.3663,0.723134,-0.117938,0.665568,-0.142081
2016-11-15 15:56:00,142,0,24.75,-10.4126,-1.61469,4.00772,-10.3735,-2.62323,3.77022,2.85416,-0.590304,-0.82466,23.6412,2.93943,-50.1608,0.41419,-0.346692,-0.0183392,0.841377,31.875,-3.10975,8.85365,-4.03108,-3.4733,8.72591,-4.14454,-0.0188912,-1.45296,1.44363,34.7398,-23.1859,24.6175,0.540863,-0.795196,-0.272246,0.03183,31.1875,11.8524,-1.35042,-1.97009,11.8166,-1.39143,-1.76004,-0.671123,0.581427,2.83131,-39.9377,11.8434,-12.5037,0.721064,0.011796,0.649894,-0.239929
2016-11-15 15:56:01,142,0,24.75,-8.38317,9.49266,4.69342,-9.13498,9.66162,4.31587,2.14275,-0.172877,-1.47976,22.4176,-7.79146,-49.8308,0.30177,-0.390591,0.0903796,0.864989,31.875,-0.889733,8.35091,-4.91853,-2.3074,8.61919,-5.27021,0.401204,-2.19492,0.717955,36.1192,-28.6446,16.3388,0.564094,-0.80717,-0.145226,0.0958356,31.1875,7.52941,-4.12086,-3.46363,9.25393,-3.76904,-3.72149,2.22012,-0.15372,2.09864,-36.1541,18.3403,-15.6182,0.696106,0.0562577,0.619247,-0.358894
2016-11-15 15:56:02,142,0,24.75,-0.862622,6.38658,7.62613,-0.877179,7.79303,7.84509,-0.811211,0.710055,-0.336715,24.8014,-10.2756,-48.5083,0.228313,-0.436144,0.103414,0.864267,31.9375,-2.60426,4.70622,-4.58925,-2.94453,4.2989,-1.57633,0.0675211,-1.47318,1.12788,35.05,-31.3103,13.3854,0.549077,-0.822079,-0.0701072,0.133363,31.1875,5.28682,2.35225,0.640872,13.2442,14.7612,-2.75797,-0.613615,0.186538,2.37559,-28.0872,28.1034,-17.445,0.63361,0.148681,0.581923,-0.487645
2016-11-15 15:56:03,142,0,24.8125,-5.81233,5.45864,5.59226,-6.5681,5.35526,5.62134,1.1248,-0.0284925,-0.366188,28.2679,-9.9636,-47.4673,0.220005,-0.455016,0.0873912,0.858441,31.9375,-3.68161,10.0972,-4.16164,-3.20408,10.3546,-3.61249,-0.0508442,-0.272484,0.789113,32.7678,-33.1602,12.957,0.541129,-0.829978,-0.0107161,0.13491,31.1875,8.64681,1.59419,-2.09842,8.4042,0.482465,-2.44416,-0.164242,-0.55673,-2.36371,-27.1503,35.5435,-10.7842,0.610392,0.2516,0.633023,-0.404228
2016-11-15 15:56:04,142,0,24.8125,-1.50457,4.44063,5.85266,-2.47386,4.57074,5.78498,1.56741,-0.314919,0.178498,26.0992,-15.5556,-46.5104,0.204781,-0.464971,0.137798,0.850223,31.9375,1.79304,2.98222,-1.29014,1.36959,3.47361,-1.19673,-0.409074,-0.0288363,0.716772,29.9244,-36.1458,8.58306,0.565931,-0.813047,0.0318386,0.132902,31.1875,9.08837,-8.11386,0.783399,9.01846,-6.425,1.25265,-0.500865,-0.490744,-3.11627,-37.618,24.7419,-8.82283,0.657129,0.141928,0.683378,-0.284662
2016-11-15 15:56:05,142,0,24.8125,-20.016,10.5407,5.59328,-20.7236,10.0941,5.86705,-0.137155,0.63885,-0.617656,27.4674,-16.3724,-45.3271,0.199437,-0.47898,0.141931,0.843006,31.9375,-4.61181,25.8639,-6.16579,-4.49734,25.6402,-9.71111,0.132206,0.0949823,-0.378473,29.28,-36.2511,8.72018,0.565837,-0.814477,0.0329253,0.123985,31.1875,19.9145,-21.2343,-0.22043,20.1112,-22.2143,0.245606,-0.22062,-0.023047,0.419497,-40.6699,19.6235,-6.13282,0.658576,0.123868,0.716936,-0.192189
2016-11-15 15:56:06,142,0,24.8125,2.23529,-3.47702,2.04816,0.389958,-2.65702,2.26431,1.22228,0.219745,0.466997,30.4416,-16.6543,-43.8879,0.191289,-0.51373,0.137114,0.82504,31.9375,0.0959425,-7.4697,0.26192,-0.891304,-6.24397,0.798673,1.69973,-0.269146,0.422044,29.2092,-35.7367,12.5239,0.519646,-0.842162,0.0480213,0.135742,31.1875,0.942549,14.7702,26.9917,5.59645,1.4155,-5.77713,2.68029,0.93661,3.23733,-34.7491,26.5224,-11.3678,0.655364,0.151019,0.6503,-0.353273
2016-11-15 15:56:07,142,0,24.8125,-6.39435,4.96566,0.889744,-4.96148,4.17614,0.65413,0.449954,0.238914,-0.0663903,30.3595,-21.8597,-40.4441,0.182254,-0.537119,0.19525,0.800102,31.9375,-2.1083,3.86815,-5.77789,-3.50675,6.31182,-4.66517,-0.432973,-1.18977,0.437066,26.7833,-37.0658,12.5145,0.493542,-0.851552,0.104177,0.142909,31.25,4.791,2.92248,-3.72837,2.8931,4.74674,-2.23185,-1.83291,-0.176025,-1.79657,-34.269,28.6913,-9.95029,0.644739,0.18593,0.662808,-0.332305
2016-11-15 15:56:08,142,0,24.8125,-9.1011,10.7676,6.60273,-8.27338,10.1402,5.94482,-0.0700368,1.16838,-0.953978,33.5562,-20.7878,-38.0949,0.15231,-0.565439,0.178593,0.790686,31.9375,-1.1373,12.4491,-5.94308,-0.864326,12.5426,-7.08104,0.0888863,0.640267,-0.385102,26.5346,-37.1851,12.0905,0.503151,-0.847515,0.102046,0.134703,31.25,15.6553,-8.16641,-2.46763,13.8985,-7.06417,-2.84258,2.06692,-1.06189,-3.52449,-42.5772,12.7634,-7.1244,0.669373,0.0157381,0.706801,-0.228306
2016-11-15 15:56:09,142,0,24.8125,-13.2253,7.48364,4.89708,-13.3645,7.78998,5.07933,-1.66487,0.454123,-0.547478,39.2859,-12.2831,-38.683,0.183706,-0.597617,0.0695732,0.777345,31.9375,1.43922,9.55749,-3.56374,0.603228,9.54452,-2.47415,0.0683558,0.44118,-0.808334,27.7943,-36.588,13.2239,0.505732,-0.850967,0.0631731,0.126887,31.25,13.2385,-18.4441,2.6266,14.9505,-17.6309,1.59017,1.18876,-0.990643,0.0880082,-45.1001,1.70186,-2.58181,0.635616,-0.134123,0.727563,-0.220578
2016-11-15 15:56:10,142,0,24.8125,-4.54394,1.92125,1.50504,-5.73372,2.8083,1.60926,-1.31542,0.856196,-0.26505,41.1776,-5.80629,-37.6763,0.197229,-0.610142,-0.00189785,0.767349,31.9375,-0.79208,0.745348,-4.77587,-1.28663,1.76202,-3.37699,0.949031,0.984903,-1.01361,30.3235,-32.1743,19.7026,0.460497,-0.881966,-0.0218074,0.0979932,31.25,5.67589,11.9448,1.97456,24.0768,22.1595,-2.91498,2.41403,-0.563291,2.98466,-42.2646,17.2606,-4.8592,0.573156,-0.0454365,0.713066,-0.401204
2016-11-15 15:56:11,142,0,24.8125,-3.8859,0.85001,1.09515,-3.87727,0.3023,0.842717,-0.00276445,-0.0118929,0.192841,42.8982,-5.5246,-35.8442,0.241686,-0.617685,-0.00752067,0.748329,31.9375,-0.711728,12.808,-8.33723,0.112227,12.8581,-7.61496,0.0191934,2.13163,-0.910904,30.3224,-29.4716,25.0454,0.424069,-0.900362,-0.0731515,0.0645243,31.25,12.0861,6.33749,-4.40795,11.3756,8.1046,-3.69528,1.12222,-0.717372,-4.06571,-43.7166,7.41926,-4.99472,0.582863,-0.164577,0.678087,-0.416392
2016-11-15 15:56:12,142,0,24.8125,-11.5367,-0.429482,4.02537,-11.3112,0.177828,4.15766,-1.74913,0.755864,-1.69948,43.7998,0.0130393,-33.7799,0.215366,-0.635216,-0.0555495,0.739616,31.9375,-1.27096,8.60674,-6.24278,-1.93763,7.80359,-5.45617,-1.26821,2.42323,-0.528127,27.0551,-29.4831,27.9839,0.474784,-0.864639,-0.161881,-0.0278371,31.25,15.2282,-24.0377,2.60454,14.8012,-23.5742,2.24576,1.21065,-0.61575,-3.50208,-41.3986,-14.9537,0.287171,0.615905,-0.399181,0.619581,-0.278272
2016-11-15 15:56:13,142,0,24.8125,-12.8975,2.96013,0.0293507,-13.3881,2.71115,0.137432,-0.306722,-0.555323,-0.359276,43.0715,7.49814,-33.1677,0.213128,-0.611482,-0.129343,0.750957,31.9375,-1.99873,8.69221,-5.09461,-2.35351,8.16607,-4.95389,-0.878313,-0.195154,0.254985,24.7103,-32.6173,24.7422,0.532525,-0.824807,-0.174194,-0.0759344,31.25,32.1094,-28.3614,-1.59472,30.6506,-28.5204,-0.849551,0.481419,0.46,5.83055,-45.2631,-6.90585,0.831569,0.571456,-0.358382,0.648653,-0.352491
2016-11-15 15:56:14,142,0,24.8125,-3.91061,5.13194,-3.76907,-5.47597,5.12679,-4.17967,1.88011,1.38789,1.66559,45.0493,-1.54166,-32.067,0.213356,-0.654597,-0.024245,0.724841,31.9375,5.02159,12.4324,0.0928615,3.32886,11.6468,0.840274,-0.827795,0.704556,-0.203427,25.2798,-34.0549,22.7803,0.562361,-0.806776,-0.163026,-0.0792844,31.25,-6.67863,7.77354,-17.1509,32.8128,20.3892,-29.7904,-4.87233,-0.152129,5.25379,-38.3264,25.4402,-2.30186,0.35439,-0.131326,0.682241,-0.625866
2016-11-15 15:56:15,141,0,24.8125,-6.74707,6.97235,0.107943,-6.97412,7.24091,0.196451,-3.78606,2.40829,-0.652478,49.0461,0.237034,-22.5059,0.268324,-0.720943,-0.0901619,0.632546,31.9375,1.27412,8.23802,-3.87221,1.29134,7.88467,-3.87348,-0.246699,1.72787,-0.572143,23.9746,-34.266,24.0415,0.572258,-0.777272,-0.224524,-0.134013,31.25,4.65201,19.1255,-2.47972,4.20294,20.5824,-2.63786,1.72572,-1.27402,0.0820374,-31.3873,36.8191,0.82966,0.196405,-0.0586976,0.706,-0.677897
2016-11-15 15:56:16,141,0,24.8125,-12.1913,3.93631,-0.502187,-11.4643,4.58437,-0.593477,-8.02451,0.837519,-0.768568,51.0829,8.20205,-11.5349,0.48535,-0.628997,-0.330231,0.509653,31.9375,-0.246805,7.61264,-2.42634,-0.205079,7.37232,-2.0222,-0.293727,2.28972,-0.759294,22.1221,-33.4262,26.2799,0.568084,-0.734048,-0.313828,-0.199917,31.25,8.4393,1.49794,-4.1066,7.72434,1.7667,-3.45874,0.827523,-1.44796,-3.2919,-39.1018,29.2313,4.07346,0.220487,-0.196676,0.689428,-0.661357
2016-11-15 15:56:17,141,0,24.8125,-10.3508,3.64553,2.52838,-10.6097,2.70848,2.58092,-4.42082,-0.312488,-0.863912,50.2328,10.983,-3.54486,0.655371,-0.393562,-0.508527,0.39623,31.9375,-1.09831,10.6315,-1.87076,-1.60316,10.2739,-2.4436,-0.159845,1.70041,-0.651325,18.5822,-32.9122,29.6364,0.554276,-0.685024,-0.3991,-0.253455,31.1875,14.2632,-5.33085,-4.58334,14.2547,-4.81194,-4.0474,-0.0803881,-2.01598,-3.64701,-46.3141,11.9739,11.1597,0.280272,-0.409799,0.633665,-0.59328
2016-11-15 15:56:18,141,0,24.8125,-13.1268,3.85184,1.94728,-13.1338,4.22129,2.00636,-2.26089,-1.31927,-1.17737,48.4347,14.8024,-2.77699,0.714029,-0.206481,-0.568072,0.353303,31.9375,0.361378,10.5919,-1.45698,0.032863,11.0384,-1.33293,-0.247993,1.64561,-0.248908,16.7625,-32.8461,30.6104,0.54288,-0.641705,-0.453827,-0.295868,31.1875,13.1699,-4.13685,-1.16749,13.4095,-4.29467,-1.42618,-0.156619,-1.80615,-1.46006,-45.3052,-0.665792,20.5388,0.288366,-0.563993,0.585633,-0.505758
2016-11-15 15:56:19,141,0,24.8125,-7.71609,4.47398,-0.0905804,-7.95262,4.25729,-0.264135,2.61636,-1.63352,1.83169,49.9168,12.8546,-13.398,0.752387,-0.249952,-0.468159,0.390213,31.9375,0.115283,10.0619,-2.00181,0.113114,9.8767,-1.77505,-0.358239,2.58483,0.136933,9.29555,-33.4739,31.1261,0.501762,-0.594984,-0.505723,-0.37212,31.1875,19.845,-33.5607,7.53468,16.198,-31.0212,9.90559,-0.495012,0.0694058,0.255792,-43.4961,-6.28365,23.3884,0.335875,-0.574093,0.627659,-0.404537
2016-11-15 15:56:20,141,0,24.8125,-10.4005,6.19861,-0.521483,-9.76494,6.15763,-0.825173,-1.2139,0.150006,1.60694,51.2015,2.60791,-16.6192,0.796293,-0.32446,-0.386572,0.333473,31.9375,-1.06067,12.4665,-3.34744,-1.34972,12.5377,-2.71059,-0.989871,1.54902,0.855689,0.218088,-36.1036,29.6678,0.458853,-0.536936,-0.532808,-0.466121,31.1875,13.9016,-1.02922,-1.02492,14.9759,-0.890287,-0.688695,0.82034,0.198531,-1.45523,-41.6685,-6.75265,26.232,0.277076,-0.646312,0.538422,-0.464341
2016-11-15 15:56:21,141,0,24.8125,-10.5285,3.92347,-0.477238,-10.5155,4.23043,-0.321858,-0.439566,0.500797,2.18071,51.4042,-4.22705,-14.8722,0.831339,-0.30833,-0.399384,0.233025,31.9375,1.30103,8.4699,-2.9819,1.81421,8.44009,-2.54512,0.137712,1.05815,0.772247,-4.53426,-35.1527,28.0783,0.423313,-0.51848,-0.529011,-0.521663,31.1875,9.20992,-1.65876,-4.04052,9.04529,-1.84788,-3.45413,0.774827,0.109831,-0.900038,-40.8362,-9.75445,26.5221,0.267641,-0.694537,0.462754,-0.481504
2016-11-15 15:56:22,141,0,24.8125,-11.6522,5.42154,0.578524,-11.796,5.43337,0.34125,-0.287395,1.28999,2.70536,49.0507,-16.1364,-11.2519,0.841974,-0.355765,-0.391564,0.105783,31.9375,0.782696,9.49106,-2.56868,0.586256,9.21247,-2.44479,0.446799,0.274071,0.222799,-8.78606,-34.4795,27.6218,0.388804,-0.510698,-0.54602,-0.538407,31.1875,9.40699,-0.598106,-3.89072,9.25526,-0.0935817,-3.65765,0.101526,0.135552,-0.404506,-40.1387,-12.4925,26.6695,0.258191,-0.722615,0.416628,-0.487428
2016-11-15 15:56:23,141,0,24.8125,-9.9614,3.3804,2.91998,-10.3591,3.47723,2.9414,-0.36642,1.05969,2.11364,44.5573,-25.946,-7.7713,0.837259,-0.369713,-0.401778,-0.0297446,31.9375,2.48595,9.45413,-1.64712,2.3104,9.61451,-1.30547,0.269107,-0.685142,0.274476,-8.44133,-33.5912,29.3113,0.385111,-0.53481,-0.541336,-0.522134,31.25,9.06745,-0.481103,-4.0107,8.90877,-0.910627,-3.8348,-0.16854,0.220919,-0.180698,-39.7138,-14.7036,26.2481,0.269068,-0.72326,0.405425,-0.490028
2016-11-15 15:56:24,141,0,24.8125,-7.80857,4.20643,3.83465,-7.84358,4.21501,3.82815,-0.158987,0.958233,1.19308,38.6461,-32.5769,-3.38846,0.806966,-0.389317,-0.423215,-0.134635,31.9375,3.3084,8.9963,-2.1341,3.08541,9.08539,-1.94641,0.121416,-1.17687,0.183651,-6.57302,-32.3733,31.9964,0.399965,-0.584845,-0.507561,-0.490271,31.25,8.80589,-0.821803,-3.93409,8.84839,-0.608253,-3.92626,0.0277023,0.167912,-0.0806359,-40.2248,-15.196,25.254,0.279762,-0.71981,0.397196,-0.495826
2016-11-15 15:56:25,141,0,24.8125,-6.32005,3.25194,4.47596,-6.24519,3.05688,5.09752,0.340275,-0.412732,-0.573506,37.4143,-33.3798,-3.38109,0.802706,-0.355762,-0.445885,-0.174019,31.9375,1.99517,9.21345,-4.05592,2.27526,8.62166,-3.62037,0.43766,-1.83359,0.038705,-1.97539,-31.771,33.717,0.42651,-0.639418,-0.46891,-0.435151,31.25,9.39501,-1.21372,-2.8837,9.58864,-0.984954,-2.89979,0.0333136,0.0339369,-1.04607,-39.0432,-17.059,24.693,0.294838,-0.723908,0.378127,-0.496033
2016-11-15 15:56:26,141,0,24.8125,-8.12632,4.42236,2.25118,-7.49193,4.33205,2.49867,2.59297,-1.98773,-2.24941,43.6518,-26.3906,-2.77995,0.809571,-0.391297,-0.43651,-0.0306858,31.9375,2.7702,14.4709,-0.225599,-0.161996,14.1106,-7.00516,-1.15198,-2.23635,0.356507,4.24534,-33.5473,32.9244,0.480763,-0.678724,-0.404561,-0.380174,31.25,20.6234,8.66472,-21.6616,22.277,16.5483,-27.1491,-6.64095,-2.15456,-2.90541,-33.6892,-25.5812,19.474,0.409013,-0.719047,0.386302,-0.407983
2016-11-15 15:56:27,141,0,24.8125,7.72681,8.28396,10.9428,11.2015,5.91116,10.5097,-1.2464,-0.792659,-2.12812,49.3621,-15.4042,-5.08909,0.811812,-0.37296,-0.430788,0.127607,31.9375,-0.310408,-1.42702,2.71306,1.32538,-2.67843,5.49567,-0.580406,2.3881,-0.0918899,3.34281,-36.8622,28.2838,0.516568,-0.621638,-0.398742,-0.433277,31.25,-8.14194,3.95758,9.63892,-6.16515,-17.0112,17.4107,0.00251079,1.00032,1.35606,-19.8505,-37.2309,14.0047,0.5429,-0.737458,0.359105,-0.180164
2016-11-15 15:56:28,141,0,24.8125,-29.9042,31.4086,22.2322,-29.392,32.3713,21.0789,-1.91149,-3.29327,3.2665,49.0588,-12.0468,-18.8882,0.875856,-0.295229,-0.336869,0.179544,31.9375,3.55534,35.6485,2.46898,3.61312,35.0519,3.44545,0.777497,-0.232027,-0.0150543,1.64128,-32.5493,33.7466,0.460196,-0.635217,-0.460741,-0.415255,31.25,5.65822,9.05281,-11.2053,-1.6056,12.7397,-8.091,-0.733725,0.244362,0.311946,-13.8805,-38.7981,20.1263,0.502272,-0.798166,0.288224,-0.166072
